country,species,fao_major_area,environment,year,value,iso3c,Taxon_code,family,notes,notes_2,aq_group
China,Pompano,"Pacific, Northwest",Marine,2017,120000,CHN,F,Carangidae,NA,NA,marine_fish_general
China,"Porgies, seabreams nei","Pacific, Northwest",Marine,2017,81107,CHN,F,Sparidae,NA,NA,marine_fish_general
China,Red drum,"Pacific, Northwest",Marine,2017,68559,CHN,F,Sciaenidae,NA,NA,marine_fish_general
China,Righteye flounders nei,"Pacific, Northwest",Marine,2017,13655,CHN,F,Pleuronectidae,NA,NA,marine_fish_general
China,Tiger pufferfish,"Pacific, Northwest",Marine,2017,24403,CHN,F,Tetraodontidae,NA,NA,marine_fish_general
China,Turbot,"Pacific, Northwest",Marine,2017,45500,CHN,F,Chernetidae,NA,NA,marine_fish_general
China,Marine fishes nei,"Pacific, Western Central",Marine,2017,30,CHN,F,Fish,NA,NA,marine_fish_general
"China, Hong Kong SAR",Areolate grouper,"Pacific, Northwest",Marine,2017,1,HKG,F,Serranidae,NA,NA,marine_fish_general
"China, Hong Kong SAR",Goldlined seabream,"Pacific, Northwest",Marine,2017,9,HKG,F,Sparidae,NA,NA,marine_fish_general
"China, Hong Kong SAR",Mangrove red snapper,"Pacific, Northwest",Marine,2017,56,HKG,F,Lutjanidae,NA,NA,marine_fish_general
"China, Hong Kong SAR",Marine fishes nei,"Pacific, Northwest",Marine,2017,750,HKG,F,Fish,NA,NA,marine_fish_general
"China, Hong Kong SAR",Orange-spotted grouper,"Pacific, Northwest",Marine,2017,41,HKG,F,Serranidae,NA,NA,marine_fish_general
"China, Hong Kong SAR",Russell's snapper,"Pacific, Northwest",Marine,2017,2,HKG,F,Lutjanidae,NA,NA,marine_fish_general
"China, Hong Kong SAR",Snappers nei,"Pacific, Northwest",Marine,2017,95,HKG,F,Lutjanidae,NA,NA,marine_fish_general
"China, Hong Kong SAR",Snubnose pompano,"Pacific, Northwest",Marine,2017,50,HKG,F,Carangidae,NA,NA,marine_fish_general
Costa Rica,Spotted rose snapper,"Pacific, Eastern Central",Brackishwater,2017,700,CRI,F,Lutjanidae,NA,NA,marine_fish_general
Croatia,European seabass,Mediterranean and Black Sea,Marine,2017,5615.81,HRV,F,Moronidae,NA,NA,marine_fish_general
Croatia,Gilthead seabream,Mediterranean and Black Sea,Marine,2017,4829.6,HRV,F,Sparidae,NA,NA,marine_fish_general
Croatia,Meagre,Mediterranean and Black Sea,Marine,2017,253.34,HRV,F,Sciaenidae,NA,NA,marine_fish_general
Cyprus,European seabass,Mediterranean and Black Sea,Marine,2017,2254,CYP,F,Moronidae,NA,NA,marine_fish_general
Cyprus,Gilthead seabream,Mediterranean and Black Sea,Marine,2017,4949,CYP,F,Sparidae,NA,NA,marine_fish_general
Denmark,European eel,"Atlantic, Northeast",Brackishwater,2017,279,DNK,F,Anguillidae,NA,NA,marine_fish_general
Dominican Republic,Cobia,"Atlantic, Western Central",Marine,2017,50,DOM,F,Curculionidae,NA,NA,marine_fish_general
Dominican Republic,European seabass,"Atlantic, Western Central",Marine,2017,100,DOM,F,Moronidae,NA,NA,marine_fish_general
Dominican Republic,Gilthead seabream,"Atlantic, Western Central",Marine,2017,150,DOM,F,Sparidae,NA,NA,marine_fish_general
Ecuador,Cobia,"Pacific, Southeast",Marine,2017,350,ECU,F,Curculionidae,NA,NA,marine_fish_general
Egypt,European seabass,Africa - Inland waters,Brackishwater,2017,30720,EGY,F,Moronidae,NA,NA,marine_fish_general
Egypt,Gilthead seabream,Mediterranean and Black Sea,Brackishwater,2017,35221,EGY,F,Sparidae,NA,NA,marine_fish_general
Egypt,Meagre,Mediterranean and Black Sea,Brackishwater,2017,25013,EGY,F,Sciaenidae,NA,NA,marine_fish_general
Egypt,Mullets nei,Mediterranean and Black Sea,Brackishwater,2017,182294,EGY,F,Apogonidae,NA,NA,marine_fish_general
El Salvador,Marine fishes nei,"Pacific, Eastern Central",Brackishwater,2017,3,SLV,F,Fish,NA,NA,marine_fish_general
France,European seabass,"Atlantic, Northeast",Marine,2017,700,FRA,F,Moronidae,NA,NA,marine_fish_general
France,Finfishes nei,"Atlantic, Northeast",Marine,2017,130,FRA,F,Chaunacidae,NA,NA,marine_fish_general
France,Gilthead seabream,"Atlantic, Northeast",Marine,2017,750,FRA,F,Sparidae,NA,NA,marine_fish_general
France,Senegalese sole,"Atlantic, Northeast",Marine,2017,260,FRA,F,Soleidae,NA,NA,marine_fish_general
France,Turbot,"Atlantic, Northeast",Marine,2017,300,FRA,F,Chernetidae,NA,NA,marine_fish_general
France,European seabass,Mediterranean and Black Sea,Marine,2017,700,FRA,F,Moronidae,NA,NA,marine_fish_general
France,Gilthead seabream,Mediterranean and Black Sea,Marine,2017,750,FRA,F,Sparidae,NA,NA,marine_fish_general
France,Meagre,Mediterranean and Black Sea,Marine,2017,600,FRA,F,Sciaenidae,NA,NA,marine_fish_general
French Polynesia,Orbicular batfish,"Pacific, Eastern Central",Marine,2017,23.9,PYF,F,Ephippidae,NA,NA,marine_fish_general
Greece,Common sole,Mediterranean and Black Sea,Brackishwater,2017,0.6,GRC,F,Soleidae,NA,NA,marine_fish_general
Greece,European eel,Mediterranean and Black Sea,Brackishwater,2017,50,GRC,F,Anguillidae,NA,NA,marine_fish_general
Greece,European seabass,Mediterranean and Black Sea,Brackishwater,2017,85.1,GRC,F,Moronidae,NA,NA,marine_fish_general
Greece,Flathead grey mullet,Mediterranean and Black Sea,Brackishwater,2017,191.1,GRC,F,Mugilidae,NA,NA,marine_fish_general
Greece,Gilthead seabream,Mediterranean and Black Sea,Brackishwater,2017,183.5,GRC,F,Sparidae,NA,NA,marine_fish_general
Greece,Marine fishes nei,Mediterranean and Black Sea,Brackishwater,2017,115.7,GRC,F,Fish,NA,NA,marine_fish_general
Greece,White seabream,Mediterranean and Black Sea,Brackishwater,2017,1,GRC,F,Sparidae,NA,NA,marine_fish_general
Greece,European seabass,Mediterranean and Black Sea,Marine,2017,44199.6,GRC,F,Moronidae,NA,NA,marine_fish_general
Greece,Flathead grey mullet,Mediterranean and Black Sea,Marine,2017,6.4,GRC,F,Mugilidae,NA,NA,marine_fish_general
Greece,Gilthead seabream,Mediterranean and Black Sea,Marine,2017,55764,GRC,F,Sparidae,NA,NA,marine_fish_general
Greece,Marine fishes nei,Mediterranean and Black Sea,Marine,2017,5.2,GRC,F,Fish,NA,NA,marine_fish_general
Greece,Meagre,Mediterranean and Black Sea,Marine,2017,1634,GRC,F,Sciaenidae,NA,NA,marine_fish_general
Greece,Red porgy,Mediterranean and Black Sea,Marine,2017,1291.7,GRC,F,Sparidae,NA,NA,marine_fish_general
Greece,Sharpsnout seabream,Mediterranean and Black Sea,Marine,2017,141.8,GRC,F,Sparidae,NA,NA,marine_fish_general
Greece,Shi drum,Mediterranean and Black Sea,Marine,2017,157.9,GRC,F,Sciaenidae,NA,NA,marine_fish_general
Guadeloupe,Red drum,"Atlantic, Western Central",Marine,2017,17,GLP,F,Sciaenidae,NA,NA,marine_fish_general
Guam,Milkfish,"Pacific, Western Central",Brackishwater,2017,30,GUM,F,Chanidae,NA,NA,marine_fish_general
Guernsey,Turbot,"Atlantic, Northeast",Marine,2017,0.5,GGY,F,Chernetidae,NA,NA,marine_fish_general
Guyana,Atipa,"America, South - Inland waters",Brackishwater,2017,19.19,GUY,F,Eusiridae,NA,NA,marine_fish_general
Iceland,Senegalese sole,"Atlantic, Northeast",Brackishwater,2017,400,ISL,F,Soleidae,NA,NA,marine_fish_general
Iceland,Atlantic cod,"Atlantic, Northeast",Marine,2017,29,ISL,F,Gadidae,NA,NA,marine_fish_general
India,Marine fishes nei,"Indian Ocean, Eastern",Brackishwater,2017,96000,IND,F,Fish,NA,NA,marine_fish_general
Indonesia,Barramundi(=Giant seaperch),"Pacific, Western Central",Brackishwater,2017,8177,IDN,F,Latidae,NA,NA,marine_fish_general
Indonesia,Metapenaeus shrimps nei,"Pacific, Western Central",Brackishwater,2017,29503,IDN,F,Penaeidae,NA,NA,marine_fish_general
Indonesia,Milkfish,"Pacific, Western Central",Brackishwater,2017,632975,IDN,F,Chanidae,NA,NA,marine_fish_general
Indonesia,Mullets nei,"Pacific, Western Central",Brackishwater,2017,323,IDN,F,Apogonidae,NA,NA,marine_fish_general
Indonesia,Groupers nei,"Pacific, Western Central",Marine,2017,70294,IDN,F,Serranidae,NA,NA,marine_fish_general
Indonesia,Marine fishes nei,"Pacific, Western Central",Marine,2017,27906,IDN,F,Fish,NA,NA,marine_fish_general
Iran (Islamic Rep. of),Marine fishes nei,"Indian Ocean, Western",Marine,2017,14050,IRN,F,Fish,NA,NA,marine_fish_general
Israel,Barramundi(=Giant seaperch),Mediterranean and Black Sea,Brackishwater,2017,70,ISR,F,Latidae,NA,NA,marine_fish_general
Israel,European seabass,Mediterranean and Black Sea,Brackishwater,2017,70,ISR,F,Moronidae,NA,NA,marine_fish_general
Israel,Gilthead seabream,Mediterranean and Black Sea,Brackishwater,2017,155,ISR,F,Sparidae,NA,NA,marine_fish_general
Israel,Red drum,Mediterranean and Black Sea,Brackishwater,2017,150,ISR,F,Sciaenidae,NA,NA,marine_fish_general
Israel,Gilthead seabream,Mediterranean and Black Sea,Marine,2017,2100,ISR,F,Sparidae,NA,NA,marine_fish_general
Italy,European eel,Mediterranean and Black Sea,Brackishwater,2017,250,ITA,F,Anguillidae,NA,NA,marine_fish_general
Italy,European seabass,Mediterranean and Black Sea,Brackishwater,2017,3900,ITA,F,Moronidae,NA,NA,marine_fish_general
Italy,Flathead grey mullet,Mediterranean and Black Sea,Brackishwater,2017,700,ITA,F,Mugilidae,NA,NA,marine_fish_general
Italy,Gilthead seabream,Mediterranean and Black Sea,Brackishwater,2017,3000,ITA,F,Sparidae,NA,NA,marine_fish_general
Italy,Mullets nei,Mediterranean and Black Sea,Brackishwater,2017,100,ITA,F,Apogonidae,NA,NA,marine_fish_general
Italy,"Porgies, seabreams nei",Mediterranean and Black Sea,Brackishwater,2017,15,ITA,F,Sparidae,NA,NA,marine_fish_general
Italy,Common sole,Mediterranean and Black Sea,Marine,2017,5,ITA,F,Soleidae,NA,NA,marine_fish_general
Italy,European seabass,Mediterranean and Black Sea,Marine,2017,2900,ITA,F,Moronidae,NA,NA,marine_fish_general
Italy,Gilthead seabream,Mediterranean and Black Sea,Marine,2017,4600,ITA,F,Sparidae,NA,NA,marine_fish_general
Italy,Marine fishes nei,Mediterranean and Black Sea,Marine,2017,10,ITA,F,Fish,NA,NA,marine_fish_general
Italy,Meagre,Mediterranean and Black Sea,Marine,2017,100,ITA,F,Sciaenidae,NA,NA,marine_fish_general
Italy,Sharpsnout seabream,Mediterranean and Black Sea,Marine,2017,15,ITA,F,Sparidae,NA,NA,marine_fish_general
Italy,Shi drum,Mediterranean and Black Sea,Marine,2017,150,ITA,F,Sciaenidae,NA,NA,marine_fish_general
Italy,White seabream,Mediterranean and Black Sea,Marine,2017,4,ITA,F,Sparidae,NA,NA,marine_fish_general
Japan,Bastard halibut,"Pacific, Northwest",Marine,2017,2250,JPN,F,Paralichthyidae,NA,NA,marine_fish_general
Japan,Japanese amberjack,"Pacific, Northwest",Marine,2017,138999,JPN,F,Carangidae,NA,NA,marine_fish_general
Japan,Japanese jack mackerel,"Pacific, Northwest",Marine,2017,810,JPN,F,Carangidae,NA,NA,marine_fish_general
Japan,Marine fishes nei,"Pacific, Northwest",Marine,2017,2859,JPN,F,Fish,NA,NA,marine_fish_general
Japan,Silver seabream,"Pacific, Northwest",Marine,2017,62850,JPN,F,Sparidae,NA,NA,marine_fish_general
Japan,Tiger pufferfish,"Pacific, Northwest",Marine,2017,3924,JPN,F,Tetraodontidae,NA,NA,marine_fish_general
Japan,White trevally,"Pacific, Northwest",Marine,2017,4435,JPN,F,Carangidae,NA,NA,marine_fish_general
Jersey,Turbot,"Atlantic, Northeast",Marine,2017,0.5,JEY,F,Chernetidae,NA,NA,marine_fish_general
Kenya,Milkfish,"Indian Ocean, Western",Brackishwater,2017,4,KEN,F,Chanidae,NA,NA,marine_fish_general
Kiribati,Milkfish,"Pacific, Western Central",Brackishwater,2017,2,KIR,F,Chanidae,NA,NA,marine_fish_general
"Korea, Dem. People's Rep",Marine fishes nei,"Pacific, Northwest",Marine,2017,80,PRK,F,Fish,NA,NA,marine_fish_general
"Korea, Dem. People's Rep",Tiger pufferfish,"Pacific, Northwest",Marine,2017,15,PRK,F,Tetraodontidae,NA,NA,marine_fish_general
"Korea, Republic of",[Oplegnathus fasciatus],"Pacific, Northwest",Marine,2017,714,KOR,F,Oplegnathidae,NA,NA,marine_fish_general
"Korea, Republic of",Amberjacks nei,"Pacific, Northwest",Marine,2017,204,KOR,F,Carangidae,NA,NA,marine_fish_general
"Korea, Republic of",Bastard halibut,"Pacific, Northwest",Marine,2017,41207,KOR,F,Paralichthyidae,NA,NA,marine_fish_general
"Korea, Republic of",Blackhead seabream,"Pacific, Northwest",Marine,2017,1725,KOR,F,Sparidae,NA,NA,marine_fish_general
"Korea, Republic of",Convict grouper,"Pacific, Northwest",Marine,2017,443,KOR,F,Serranidae,NA,NA,marine_fish_general
"Korea, Republic of",Dotted gizzard shad,"Pacific, Northwest",Marine,2017,225,KOR,F,Clupeidae,NA,NA,marine_fish_general
"Korea, Republic of","Filefishes, leatherjackets nei","Pacific, Northwest",Marine,2017,491,KOR,F,Monacanthidae,NA,NA,marine_fish_general
"Korea, Republic of",Japanese seabass,"Pacific, Northwest",Marine,2017,2046,KOR,F,Lateolabracidae,NA,NA,marine_fish_general
"Korea, Republic of",Japanese seabream,"Pacific, Northwest",Marine,2017,6806,KOR,F,Sparidae,NA,NA,marine_fish_general
"Korea, Republic of",Korean rockfish,"Pacific, Northwest",Marine,2017,22344,KOR,F,Sebastidae,NA,NA,marine_fish_general
"Korea, Republic of",Marine fishes nei,"Pacific, Northwest",Marine,2017,66,KOR,F,Fish,NA,NA,marine_fish_general
"Korea, Republic of",Mi-iuy (brown) croaker,"Pacific, Northwest",Marine,2017,102,KOR,F,Sciaenidae,NA,NA,marine_fish_general
"Korea, Republic of",Mullets nei,"Pacific, Northwest",Marine,2017,6828,KOR,F,Apogonidae,NA,NA,marine_fish_general
"Korea, Republic of",Pacific chub mackerel,"Pacific, Northwest",Marine,2017,203,KOR,F,Scombridae,NA,NA,marine_fish_general
"Korea, Republic of","Porgies, seabreams nei","Pacific, Northwest",Marine,2017,53,KOR,F,Sparidae,NA,NA,marine_fish_general
"Korea, Republic of",Pufferfishes nei,"Pacific, Northwest",Marine,2017,21,KOR,F,Tetraodontidae,NA,NA,marine_fish_general
"Korea, Republic of",Righteye flounders nei,"Pacific, Northwest",Marine,2017,2564,KOR,F,Pleuronectidae,NA,NA,marine_fish_general
"Korea, Republic of","Scorpionfishes, redfishes nei","Pacific, Northwest",Marine,2017,198,KOR,F,Scorpaenidae,NA,NA,marine_fish_general
Kuwait,Barramundi(=Giant seaperch),"Indian Ocean, Western",Marine,2017,2,KWT,F,Latidae,NA,NA,marine_fish_general
Kuwait,Marine fishes nei,"Indian Ocean, Western",Marine,2017,5,KWT,F,Fish,NA,NA,marine_fish_general
Kuwait,Orange-spotted grouper,"Indian Ocean, Western",Marine,2017,2,KWT,F,Serranidae,NA,NA,marine_fish_general
Kuwait,Sobaity seabream,"Indian Ocean, Western",Marine,2017,11,KWT,F,Sparidae,NA,NA,marine_fish_general
Malaysia,Barramundi(=Giant seaperch),"Indian Ocean, Eastern",Brackishwater,2017,25427.46,MYS,F,Latidae,NA,NA,marine_fish_general
Malaysia,Groupers nei,"Indian Ocean, Eastern",Marine,2017,4245.59,MYS,F,Serranidae,NA,NA,marine_fish_general
Malaysia,"Jacks, crevalles nei","Indian Ocean, Eastern",Marine,2017,2888.08,MYS,F,Carangidae,NA,NA,marine_fish_general
Malaysia,John's snapper,"Indian Ocean, Eastern",Marine,2017,6322.09,MYS,F,Lutjanidae,NA,NA,marine_fish_general
Malaysia,Mangrove red snapper,"Indian Ocean, Eastern",Marine,2017,7390.34,MYS,F,Lutjanidae,NA,NA,marine_fish_general
Malaysia,Marine fishes nei,"Indian Ocean, Eastern",Marine,2017,774.04,MYS,F,Fish,NA,NA,marine_fish_general
Malaysia,Snubnose pompano,"Indian Ocean, Eastern",Marine,2017,70.72,MYS,F,Carangidae,NA,NA,marine_fish_general
Malaysia,Milkfish,"Pacific, Western Central",Brackishwater,2017,119.59,MYS,F,Chanidae,NA,NA,marine_fish_general
Malaysia,Mullets nei,"Pacific, Western Central",Brackishwater,2017,43.09,MYS,F,Apogonidae,NA,NA,marine_fish_general
Malaysia,Barramundi(=Giant seaperch),"Pacific, Western Central",Marine,2017,4809.13,MYS,F,Latidae,NA,NA,marine_fish_general
Malaysia,Brown-marbled grouper,"Pacific, Western Central",Marine,2017,2.98,MYS,F,Serranidae,NA,NA,marine_fish_general
Malaysia,Fourfinger threadfin,"Pacific, Western Central",Marine,2017,138.53,MYS,F,Polynemidae,NA,NA,marine_fish_general
Malaysia,Groupers nei,"Pacific, Western Central",Marine,2017,1888.09,MYS,F,Serranidae,NA,NA,marine_fish_general
Malaysia,"Jacks, crevalles nei","Pacific, Western Central",Marine,2017,54.8,MYS,F,Carangidae,NA,NA,marine_fish_general
Malaysia,John's snapper,"Pacific, Western Central",Marine,2017,525.36,MYS,F,Lutjanidae,NA,NA,marine_fish_general
Malaysia,Mangrove red snapper,"Pacific, Western Central",Marine,2017,1427.46,MYS,F,Lutjanidae,NA,NA,marine_fish_general
Malaysia,Marine fishes nei,"Pacific, Western Central",Marine,2017,1704.46,MYS,F,Fish,NA,NA,marine_fish_general
Malaysia,Snubnose pompano,"Pacific, Western Central",Marine,2017,552.32,MYS,F,Carangidae,NA,NA,marine_fish_general
Malta,European seabass,Mediterranean and Black Sea,Marine,2017,59.37,MLT,F,Moronidae,NA,NA,marine_fish_general
Malta,Gilthead seabream,Mediterranean and Black Sea,Marine,2017,2458.2,MLT,F,Sparidae,NA,NA,marine_fish_general
Malta,Marine fishes nei,Mediterranean and Black Sea,Marine,2017,83.13,MLT,F,Fish,NA,NA,marine_fish_general
Marshall Islands,Sixfinger threadfin,"Pacific, Western Central",Marine,2017,5,MHL,F,Polynemidae,NA,NA,marine_fish_general
Martinique,Red drum,"Atlantic, Western Central",Marine,2017,40,MTQ,F,Sciaenidae,NA,NA,marine_fish_general
Mauritius,European seabass,"Indian Ocean, Western",Marine,2017,44.2,MUS,F,Moronidae,NA,NA,marine_fish_general
Mauritius,Goldlined seabream,"Indian Ocean, Western",Marine,2017,1,MUS,F,Sparidae,NA,NA,marine_fish_general
Mauritius,Red drum,"Indian Ocean, Western",Marine,2017,1200,MUS,F,Sciaenidae,NA,NA,marine_fish_general
Mauritius,Spinefeet(=Rabbitfishes) nei,"Indian Ocean, Western",Marine,2017,1,MUS,F,Siganidae,NA,NA,marine_fish_general
Mayotte,Red drum,"Indian Ocean, Western",Marine,2017,20,MYT,F,Sciaenidae,NA,NA,marine_fish_general
Mexico,Largemouth black bass,"America, North - Inland waters",Brackishwater,2017,655.98,MEX,F,Centrarchidae,NA,NA,marine_fish_general
Mexico,Red drum,"Atlantic, Western Central",Marine,2017,119.83,MEX,F,Sciaenidae,NA,NA,marine_fish_general
Mexico,"Jacks, crevalles nei","Pacific, Eastern Central",Marine,2017,335.95,MEX,F,Carangidae,NA,NA,marine_fish_general
Mexico,Marine fishes nei,"Pacific, Eastern Central",Marine,2017,14.93,MEX,F,Fish,NA,NA,marine_fish_general
Montenegro,European seabass,Mediterranean and Black Sea,Marine,2017,54,MNE,F,Moronidae,NA,NA,marine_fish_general
Montenegro,Gilthead seabream,Mediterranean and Black Sea,Marine,2017,62,MNE,F,Sparidae,NA,NA,marine_fish_general
Morocco,European seabass,Mediterranean and Black Sea,Marine,2017,112.7,MAR,F,Moronidae,NA,NA,marine_fish_general
Myanmar,Barramundi(=Giant seaperch),"Indian Ocean, Eastern",Marine,2017,482.22,MMR,F,Latidae,NA,NA,marine_fish_general
Myanmar,Groupers nei,"Indian Ocean, Eastern",Marine,2017,13.6,MMR,F,Serranidae,NA,NA,marine_fish_general
Nauru,Milkfish,"Pacific, Western Central",Brackishwater,2017,0.3,NRU,F,Chanidae,NA,NA,marine_fish_general
Netherlands,Turbot,"Atlantic, Northeast",Brackishwater,2017,100,NLD,F,Chernetidae,NA,NA,marine_fish_general
Netherlands,Yellowtail amberjack,"Atlantic, Northeast",Brackishwater,2017,50,NLD,F,Carangidae,NA,NA,marine_fish_general
Netherlands,Soles nei,"Atlantic, Northeast",Marine,2017,20,NLD,F,Achiridae,NA,NA,marine_fish_general
New Caledonia,Emperor red snapper,"Pacific, Western Central",Marine,2017,8.5,NCL,F,Lutjanidae,NA,NA,marine_fish_general
Norway,Atlantic cod,"Atlantic, Northeast",Marine,2017,491.73,NOR,F,Gadidae,NA,NA,marine_fish_general
Norway,Atlantic halibut,"Atlantic, Northeast",Marine,2017,1623.07,NOR,F,Pleuronectidae,NA,NA,marine_fish_general
Norway,Finfishes nei,"Atlantic, Northeast",Marine,2017,226.68,NOR,F,Chaunacidae,NA,NA,marine_fish_general
Palau,Milkfish,"Pacific, Western Central",Marine,2017,14,PLW,F,Chanidae,NA,NA,marine_fish_general
Palestine,European seabass,Mediterranean and Black Sea,Brackishwater,2017,30,PSE,F,Moronidae,NA,NA,marine_fish_general
Palestine,Gilthead seabream,Mediterranean and Black Sea,Brackishwater,2017,435,PSE,F,Sparidae,NA,NA,marine_fish_general
Panama,Cobia,"Atlantic, Western Central",Marine,2017,1800,PAN,F,Curculionidae,NA,NA,marine_fish_general
Panama,Florida pompano,"Atlantic, Western Central",Marine,2017,403,PAN,F,Carangidae,NA,NA,marine_fish_general
Papua New Guinea,Milkfish,"Pacific, Western Central",Brackishwater,2017,0.1,PNG,F,Chanidae,NA,NA,marine_fish_general
Peru,Flatfishes nei,"Pacific, Southeast",Marine,2017,6.51,PER,F,Citharidae,NA,NA,marine_fish_general
Philippines,"Groupers, seabasses nei","Pacific, Western Central",Brackishwater,2017,24.2,PHL,F,Serranidae,NA,NA,marine_fish_general
Philippines,Marine fishes nei,"Pacific, Western Central",Brackishwater,2017,428.4,PHL,F,Fish,NA,NA,marine_fish_general
Philippines,Metapenaeus shrimps nei,"Pacific, Western Central",Brackishwater,2017,644,PHL,F,Penaeidae,NA,NA,marine_fish_general
Philippines,Milkfish,"Pacific, Western Central",Brackishwater,2017,247826.7,PHL,F,Chanidae,NA,NA,marine_fish_general
Philippines,Spinefeet(=Rabbitfishes) nei,"Pacific, Western Central",Brackishwater,2017,148.8,PHL,F,Siganidae,NA,NA,marine_fish_general
Philippines,"Groupers, seabasses nei","Pacific, Western Central",Marine,2017,224.4,PHL,F,Serranidae,NA,NA,marine_fish_general
Philippines,"Jacks, crevalles nei","Pacific, Western Central",Marine,2017,2.2,PHL,F,Carangidae,NA,NA,marine_fish_general
Philippines,Marine fishes nei,"Pacific, Western Central",Marine,2017,4.9,PHL,F,Fish,NA,NA,marine_fish_general
Philippines,Milkfish,"Pacific, Western Central",Marine,2017,117371.6,PHL,F,Chanidae,NA,NA,marine_fish_general
Philippines,Snappers nei,"Pacific, Western Central",Marine,2017,112.1,PHL,F,Lutjanidae,NA,NA,marine_fish_general
Philippines,Snubnose pompano,"Pacific, Western Central",Marine,2017,5.5,PHL,F,Carangidae,NA,NA,marine_fish_general
Philippines,Spinefeet(=Rabbitfishes) nei,"Pacific, Western Central",Marine,2017,45.5,PHL,F,Siganidae,NA,NA,marine_fish_general
Portugal,European eel,"Atlantic, Northeast",Brackishwater,2017,0.53,PRT,F,Anguillidae,NA,NA,marine_fish_general
Portugal,Mullets nei,"Atlantic, Northeast",Brackishwater,2017,2.24,PRT,F,Apogonidae,NA,NA,marine_fish_general
Portugal,Common sole,"Atlantic, Northeast",Marine,2017,5.47,PRT,F,Soleidae,NA,NA,marine_fish_general
Portugal,European seabass,"Atlantic, Northeast",Marine,2017,700.57,PRT,F,Moronidae,NA,NA,marine_fish_general
Portugal,Gilthead seabream,"Atlantic, Northeast",Marine,2017,1038.01,PRT,F,Sparidae,NA,NA,marine_fish_general
Portugal,Meagre,"Atlantic, Northeast",Marine,2017,70,PRT,F,Sciaenidae,NA,NA,marine_fish_general
Portugal,Senegalese sole,"Atlantic, Northeast",Marine,2017,145,PRT,F,Soleidae,NA,NA,marine_fish_general
Portugal,Turbot,"Atlantic, Northeast",Marine,2017,2745.25,PRT,F,Chernetidae,NA,NA,marine_fish_general
Saudi Arabia,Barramundi(=Giant seaperch),"Indian Ocean, Western",Marine,2017,5500,SAU,F,Latidae,NA,NA,marine_fish_general
Saudi Arabia,Flathead grey mullet,"Indian Ocean, Western",Marine,2017,50,SAU,F,Mugilidae,NA,NA,marine_fish_general
Saudi Arabia,Gilthead seabream,"Indian Ocean, Western",Marine,2017,2230,SAU,F,Sparidae,NA,NA,marine_fish_general
Saudi Arabia,Groupers nei,"Indian Ocean, Western",Marine,2017,100,SAU,F,Serranidae,NA,NA,marine_fish_general
Saudi Arabia,Spinefeet(=Rabbitfishes) nei,"Indian Ocean, Western",Marine,2017,40,SAU,F,Siganidae,NA,NA,marine_fish_general
Singapore,Barramundi(=Giant seaperch),"Pacific, Western Central",Brackishwater,2017,36.77,SGP,F,Latidae,NA,NA,marine_fish_general
Singapore,Brown-marbled grouper,"Pacific, Western Central",Brackishwater,2017,3.37,SGP,F,Serranidae,NA,NA,marine_fish_general
Singapore,Crimson snapper,"Pacific, Western Central",Brackishwater,2017,0.7,SGP,F,Lutjanidae,NA,NA,marine_fish_general
Singapore,Giant grouper,"Pacific, Western Central",Brackishwater,2017,0.95,SGP,F,Serranidae,NA,NA,marine_fish_general
Singapore,Groupers nei,"Pacific, Western Central",Brackishwater,2017,164,SGP,F,Serranidae,NA,NA,marine_fish_general
Singapore,Humpback grouper,"Pacific, Western Central",Brackishwater,2017,0.15,SGP,F,Serranidae,NA,NA,marine_fish_general
Singapore,Malabar grouper,"Pacific, Western Central",Brackishwater,2017,9.94,SGP,F,Serranidae,NA,NA,marine_fish_general
Singapore,Snappers nei,"Pacific, Western Central",Brackishwater,2017,1,SGP,F,Lutjanidae,NA,NA,marine_fish_general
Singapore,Snubnose pompano,"Pacific, Western Central",Brackishwater,2017,2,SGP,F,Carangidae,NA,NA,marine_fish_general
Singapore,Spotted coralgrouper,"Pacific, Western Central",Brackishwater,2017,29.31,SGP,F,Serranidae,NA,NA,marine_fish_general
Singapore,Barramundi(=Giant seaperch),"Pacific, Western Central",Marine,2017,813.69,SGP,F,Latidae,NA,NA,marine_fish_general
Singapore,Brown-marbled grouper,"Pacific, Western Central",Marine,2017,7.29,SGP,F,Serranidae,NA,NA,marine_fish_general
Singapore,Cobia,"Pacific, Western Central",Marine,2017,0.03,SGP,F,Curculionidae,NA,NA,marine_fish_general
Singapore,Crimson snapper,"Pacific, Western Central",Marine,2017,71.6,SGP,F,Lutjanidae,NA,NA,marine_fish_general
Singapore,Flathead grey mullet,"Pacific, Western Central",Marine,2017,361.27,SGP,F,Mugilidae,NA,NA,marine_fish_general
Singapore,Fourfinger threadfin,"Pacific, Western Central",Marine,2017,180.95,SGP,F,Polynemidae,NA,NA,marine_fish_general
Singapore,Giant grouper,"Pacific, Western Central",Marine,2017,6.24,SGP,F,Serranidae,NA,NA,marine_fish_general
Singapore,Giant trevally,"Pacific, Western Central",Marine,2017,1.02,SGP,F,Carangidae,NA,NA,marine_fish_general
Singapore,Golden trevally,"Pacific, Western Central",Marine,2017,30.34,SGP,F,Carangidae,NA,NA,marine_fish_general
Singapore,Green humphead parrotfish,"Pacific, Western Central",Marine,2017,0.15,SGP,F,Scaridae,NA,NA,marine_fish_general
